,ate,se,bal,ss,ess,asum
0.8353527918343534,0.0540945081959634,0.014461626099344859,0.01612791328853382,3744.0,3589.3436813679286,3507.5764353507884
0.8899507405083765,0.05417793298211582,0.014483261567169317,0.01584523160380982,3744.0,3577.6990173052154,3492.7900540028427
0.9481171647157908,0.05403811256561253,0.014504606008196865,0.015568538422984071,3739.0,3566.027735246318,3477.6887322160655
1.0100852969853211,0.053873953041899014,0.014524878716906133,0.015305489837174044,3738.0,3554.7032390951827,3462.6934937763035
1.0761036137255915,0.053814457419324,0.014548903550113679,0.01505476875065049,3735.0,3542.842751073301,3447.7515213218107
1.1464368315521636,0.05371921642322397,0.014575844444527246,0.01481162953769703,3729.0,3530.630108705411,3432.591542536422
1.2213669687336601,0.053427346784691965,0.014601618701606358,0.014571220183930582,3720.0,3518.823131957116,3416.905708397562
1.3011944760131118,0.053068480899005954,0.014630438673844988,0.014336458343020228,3714.0,3506.487162523593,3400.8835034194003
1.3862394413388202,0.05289501362621274,0.014657363612055937,0.014100163828979554,3720.0,3495.289837183128,3384.009822687837
1.476842873335407,0.052773319804815144,0.014688416379650435,0.013863118079369722,3718.0,3483.482501742871,3366.3309610510087
1.5733680686614457,0.05249449107482684,0.014724434350201872,0.013635955072802545,3722.0,3470.7119739178447,3348.6355369278963
1.6762020687364207,0.05249793778775569,0.014762649041548356,0.013411425865855675,3712.0,3458.1472885290714,3330.3545165027413
1.785757211678122,0.052736706050423465,0.014799768721515947,0.013195863381232078,3702.0,3444.866671972722,3312.01241081005
1.9024727856733563,0.05289462540206569,0.014831831983029535,0.012988353652041556,3703.0,3431.899445004792,3293.540199867337
2.0268167904115555,0.05301634907883179,0.014867615254906572,0.012784529632145509,3696.0,3418.4858834966144,3274.545056494245
2.1592878136441946,0.052993917099838805,0.014900893365507751,0.012581761316546088,3689.0,3405.226811646691,3254.779635704045
2.3004170303945304,0.05306283946415291,0.014934828620127792,0.01238722877830493,3684.0,3391.85551216079,3234.9449718249825
2.4507703328340025,0.053416534647072855,0.014972433749147883,0.012202894757000279,3685.0,3378.3042371650167,3215.259417277861
2.610950599365539,0.053557111167817806,0.015013799983699044,0.012022738884966341,3678.0,3364.2970011459474,3195.0777415173643
2.78160011201221,0.05344968035374198,0.015051341959036572,0.011846936550164902,3668.0,3350.4588547240946,3174.4347850406966
2.9634031318043714,0.05345462905572662,0.015088377836159341,0.011675517268475419,3672.0,3337.1032000955483,3153.3126043460866
3.1570886424919045,0.05361792979057145,0.015130156385505304,0.011507701979957125,3670.0,3322.4530434939543,3131.619050547241
3.363433273583165,0.05372456584481167,0.015173020977935039,0.011340854117406134,3671.0,3307.9906854516303,3108.992170069988
3.583264414431268,0.05376363917765292,0.015216829329335869,0.011175273125424287,3668.0,3293.3954621201156,3085.4505525597815
3.817463531854419,0.053818948410403245,0.015261845352299876,0.011011073225411998,3669.0,3278.803060184403,3060.9826322068056
4.066969704593075,0.05380264395061851,0.015309087215364283,0.010845798333592756,3668.0,3263.8333761308804,3035.2111523894773
4.332783388776237,0.05374470193302816,0.015356828011490731,0.010683152836185301,3674.0,3248.688394463079,3008.680368644248
4.6159704294954045,0.05369220910445305,0.01540783248073859,0.010523941795440415,3679.0,3232.245850115475,2981.528340783583
4.917666334571603,0.053734035261187585,0.015461167121622266,0.010369823335479186,3690.0,3215.7223589491837,2954.0311701822366
5.239080827652214,0.053564660130066555,0.015515631038373579,0.010221070544570865,3691.0,3198.6815645914585,2926.2441302766574
5.581502698894293,0.053247237935594716,0.015577022502318023,0.010072412446500397,3696.0,3181.1084324077838,2897.172254207587
5.946304972684474,0.05290195012223742,0.015640919089887736,0.00992581901197273,3691.0,3162.4529834551663,2867.189429279466
6.334950413116656,0.05277611415900796,0.015707292937080154,0.009782025437069852,3697.0,3142.8173814952106,2836.4477730325325
6.748997389302988,0.0527118644058715,0.015774847529888867,0.009641990287240781,3700.0,3122.9315267513903,2805.1414097743336
7.19010612403664,0.05258230015934995,0.015842186983153414,0.009503576504616378,3702.0,3102.3302376884203,2772.786361744765
7.660045350861868,0.052578036403276185,0.015913060898209534,0.009368070959871508,3696.0,3081.16360375152,2739.708436667034
8.16069940624446,0.052573075049996865,0.015987596968252395,0.009237211438720356,3700.0,3058.994716499461,2706.32408609283
8.694075785280514,0.05265105171573814,0.016062751151643077,0.009111505954847592,3709.0,3036.038903335979,2672.745836836829
9.262313191239814,0.05270112905547519,0.01614193166732165,0.008986155333754645,3715.0,3011.7157581779884,2637.718455303245
9.8676901112206,0.05289161140197496,0.01622530195992063,0.008860953918904154,3713.0,2986.834373655578,2601.1740702171337
10.512633952301842,0.05299164306657067,0.016313347518641753,0.008739637081934407,3709.0,2961.3195194225186,2564.2306484855108
11.1997307748266,0.052962764835186804,0.01640614560132775,0.008623204808690785,3705.0,2935.716030272227,2527.183450357171
11.931735661844568,0.052854937820440484,0.01650556530956182,0.008510078281780152,3706.0,2909.0155273967985,2489.5329040559427
12.71158376629261,0.052734527129042474,0.016601273112541497,0.008398603571123417,3711.0,2881.887379900957,2450.7354532637837
13.542402080209508,0.052514615594577596,0.016700007957248842,0.008289765635426168,3712.0,2853.8585116253007,2411.1666781425356
14.42752197317668,0.052324431232744995,0.016802795424635083,0.008184067085627746,3702.0,2824.7331211034743,2371.0079142613067
15.370492550260764,0.05178213707892576,0.016910217603850457,0.008080762502878786,3696.0,2794.721388963727,2329.984992824698
16.375094883019834,0.051144526677193936,0.01702125753605881,0.007977935535340487,3690.0,2764.511043312593,2287.372165481902
17.445357170636207,0.050603441985341835,0.01713356096185245,0.007877021630265576,3694.0,2734.660220054341,2243.8229350485303
18.585570891968057,0.05017145620749264,0.017255816429116107,0.007776633520721699,3697.0,2705.079781696398,2198.773054501725
19.80030801328519,0.04947291937568532,0.017388003764678247,0.007678889708504027,3697.0,2674.6932867341534,2153.260587667818
21.094439320687993,0.04862052285923901,0.017526262418534024,0.007584090595605065,3694.0,2643.0713343554708,2107.4431691980653
22.473153950717744,0.047891343916510065,0.017663775024664926,0.007491121984527851,3689.0,2611.1142045368497,2060.8380769857768
23.941980197470738,0.0471973155703892,0.017807097729627127,0.0074005410714080575,3694.0,2577.706819834151,2013.7768191103592
25.5068076796481,0.04653241663707086,0.017960606391305044,0.0073107929603548815,3695.0,2543.241982071421,1965.5644444621353
27.173910956424795,0.04615842828469796,0.01811659142865993,0.007223587400277153,3687.0,2508.256291933798,1917.2386027436787
28.949974686831922,0.045833129050640964,0.018277623258983442,0.007140392047178517,3690.0,2472.1463741340167,1869.601574431611
30.842120433535005,0.04554366111488417,0.0184477572123426,0.007061168342415189,3692.0,2434.7305300767403,1822.614155151756
32.857935218484094,0.04547827277512906,0.01862739806743466,0.00698488755615823,3689.0,2397.110391964987,1775.6511840922394
35.005501944937166,0.04542263291089854,0.018812394282010553,0.006911310547844182,3671.0,2359.2167845115,1728.6138785320218
37.29343180784123,0.04531192653451577,0.018991832209766524,0.006840712475086139,3673.0,2321.641299865775,1681.7165195735229
39.73089882252795,0.04530104999294704,0.01917500878926262,0.006772681672218548,3666.0,2283.8254382965824,1634.7222158466195
42.3276766101759,0.04512033438321805,0.019371153132512316,0.006706931409517843,3655.0,2245.8999594189995,1587.513432177289
45.09417758753936,0.044794625472477256,0.019573754155076947,0.006643480208872471,3653.0,2207.9766371164956,1540.1816223130222
48.041494718084095,0.04444833467803688,0.01978352203674183,0.0065827245695766565,3643.0,2169.887741157613,1493.086891237138
51.181445991942276,0.04440128708187341,0.020001086158764978,0.006524315954921165,3648.0,2131.8648901236766,1446.0173991928937
54.52662181303951,0.04459081829843259,0.020222971738557822,0.006468387054722966,3644.0,2094.0575483658595,1399.162485207979
58.09043548340375,0.04515355927038367,0.02044906690038184,0.006415087918264841,3642.0,2056.2768178494307,1352.6662075560037
61.887176987086185,0.04646234761716528,0.02068217277028673,0.0063636988379696426,3632.0,2018.3031115434947,1306.0758242048873
65.93207028935355,0.04774203064964533,0.020916180577840126,0.006315149251673527,3625.0,1981.0199450807036,1260.264112027095
70.24133438090641,0.049016047882343594,0.02115404702348377,0.006269421445590864,3619.0,1944.4909548172882,1215.1913228773647
74.83224831189621,0.05032574460536532,0.021394310245441205,0.006225869012122852,3613.0,1908.40127350667,1170.2892881870225
79.7232204765105,0.051770504395928785,0.02163720576886352,0.006183872056876477,3605.0,1872.8498101139735,1125.1620879498264
84.933862425939,0.052838488821343454,0.021880818317783678,0.006143805202314733,3594.0,1838.2304837452941,1080.4669924486457
90.48506750569348,0.05322696157041762,0.022115341113310344,0.006105343917257808,3585.0,1804.9513328763458,1036.0705531611861
96.39909463259511,0.0540120207580691,0.022348993485926658,0.006069085457378213,3576.0,1771.4960367326607,992.807770871244
102.69965754735497,0.05474113520380275,0.02258903359192257,0.006035280166505085,3571.0,1738.2085304088105,950.9331430075024
109.41201990062777,0.05560278155547793,0.02283043260001188,0.006003785755493861,3571.0,1705.012639193491,910.1529231580786
116.56309655380812,0.05621581643573026,0.023078154534925673,0.005974297348257419,3561.0,1671.5975065173143,870.1645881283648
124.1815615007618,0.056778472101975064,0.02332621266640759,0.0059466504023988,3550.0,1638.546680031361,830.9124332050266
132.2979628432297,0.057108532582069604,0.023562960531112443,0.005920863909817913,3544.0,1606.3063878487837,792.6310957354115
140.9448452809253,0.05725296898772225,0.023816707411003696,0.005896677495985888,3532.0,1575.0711446308992,755.1175508803144
150.15688060748218,0.057155086500322416,0.024093415553741223,0.005874180411888976,3531.0,1543.6977366026267,718.7583991295821
159.97100673550545,0.057098791403838445,0.02437493628198744,0.0058533542769546075,3531.0,1513.0145714841558,683.5765969883171
170.4265758081816,0.05723648728086872,0.02464346917379432,0.005834033778891525,3529.0,1483.3021704382436,649.4966096125286
181.5655119913381,0.0571104050017176,0.02491881367426946,0.0058163735085673,3523.0,1453.662981131916,616.8154031870201
193.43247957865842,0.057066743926034835,0.025174031166781474,0.005799998122492293,3520.0,1427.2922394216127,585.0330880667578
206.07506208410936,0.056842050557657786,0.02542134034966655,0.005784841977980776,3509.0,1402.515192838166,554.3280959908294
219.54395303969886,0.05673053770314984,0.02567529434223263,0.005770881142421141,3505.0,1378.4199405488403,524.8716212130665
233.8931592636131,0.05665714002567512,0.025930017661845085,0.005758035117400875,3499.0,1354.5787809753979,496.72039875043833
249.18021741378433,0.056486053573509665,0.026190904350730508,0.005746471828845491,3498.0,1330.2587901585223,470.0013897320937
265.46642469521936,0.055994401166679086,0.026424558169019938,0.005735959183321381,3495.0,1307.272629476383,444.28353244874364
282.8170846461591,0.05544614035094331,0.026654729339069597,0.005726494479612379,3495.0,1284.4350110758728,419.7772298473353
301.3017689886154,0.054959185822059164,0.02690482427364982,0.005718048532352776,3491.0,1261.8029354589585,396.46609061705556
320.9945965932364,0.05441391445620658,0.027164864998937176,0.005710743306845042,3485.0,1239.0771655313229,374.37185507228264
341.9745306770762,0.05419234014860885,0.02741913768629908,0.0057043219858363406,3479.0,1219.1745887768893,353.091902896202
364.3256954259602,0.053781143622844696,0.027648634188837742,0.0056985423673763785,3470.0,1201.68358247977,332.73180764568775
388.13771331102015,0.05323419706969179,0.02787198272541288,0.005693253462915291,3465.0,1186.5905601479203,313.30601063241903
413.506064451947,0.05288407353921909,0.02810053952864137,0.005688373954433743,3462.0,1171.2493385983591,294.95644589504377
440.5324694679268,0.052546142177337996,0.02835977465706066,0.005684003926303373,3462.0,1154.530000795165,277.72335486394167
469.32529735138223,0.052169949651849956,0.028613684545245235,0.005680141940928255,3462.0,1139.8788793601022,261.42298803467656
499.99999999999994,0.05176263772882306,0.028896198539129923,0.005676860337209358,3457.0,1123.7692603029138,246.1194520277261
