trial,ate,se,bal,ss,ess
1,10.403000852708743,2.715065260513194,0.0015034387079816342,493.0,430.3145590375668
2,15.847946328248014,2.938650082678517,0.0023694993267053418,496.0,416.9478731435148
3,15.512373034986325,2.532787434345061,0.0018177972234500676,496.0,428.89122984495054
4,9.7140718670627,2.7464310088938353,0.0026802101594881507,497.0,421.0626211582278
5,28.486265423941205,3.7240346391821024,0.00955885647040026,414.0,321.60809078348274
6,12.66116395365438,2.6620256676889853,0.002565426021473153,492.0,409.75512130587646
7,11.354901099099436,2.7924883742611892,0.0020832004433041468,494.0,405.53660311028113
8,11.979585490546413,2.7346840703985045,0.0025386470852944124,492.0,411.04146972674914
9,8.473609499940494,2.5471968098497366,0.0010422328288120087,496.0,451.8535710167263
10,22.145521426592495,3.1097961373399983,0.003148984160070423,489.0,381.30249470722026
11,18.06688379791271,3.0448942960924024,0.0040231124851949004,493.0,367.98441805262416
12,17.040864412065275,2.7634580700151847,0.0023971592735756984,497.0,407.8135458704713
13,9.768015130295197,2.574749042240172,0.0014911056791838248,496.0,424.28617746955854
14,9.937644724534522,2.8254218062117755,0.0026655595231510273,493.0,409.3852465931707
15,10.874126850908908,2.751660292846423,0.001605700587860173,498.0,437.57479245310117
16,17.921361767006033,2.8038401428113904,0.003952704588262347,489.0,375.5645976537934
17,9.413738507848251,2.866611325899142,0.0010738378035522302,495.0,438.8617528717406
18,10.991351411439496,2.774493818279286,0.00226589215123033,494.0,404.3550955271973
19,16.044863089614296,2.720637954658079,0.0025471625773941394,490.0,398.837264100844
20,9.122858055282478,2.821523959569997,0.002314469074622096,494.0,418.78478475266786
21,23.352666134767304,3.126645720725308,0.0033069017016963327,483.0,381.52387614592897
22,13.052482833714492,2.7724434946598597,0.0027875709692606965,494.0,416.80305212238216
23,20.303814139684476,3.3586283422926946,0.009815824526653616,491.0,354.03555198664367
24,14.451386135153115,2.5455307989028806,0.0019376900204848891,492.0,422.04802001869126
25,16.293675926928188,2.728640389916226,0.0014318908074424485,497.0,450.4209513639144
26,10.285921218784921,2.8672525159297626,0.0024627916139308243,493.0,398.89792958964733
27,14.436585050695754,2.9358221288001523,0.0022395039289344943,494.0,409.30585395704077
28,12.944176798129376,2.7697086169360583,0.0021551253576757496,496.0,409.7929007839907
29,11.405219620269918,2.7516667776338615,0.001987602723248671,493.0,413.11772433408845
30,10.203063064256526,2.885660787075085,0.0013136567301711363,497.0,439.6955955832923
31,12.251788385880474,2.5809848110841576,0.0017318536707131146,494.0,410.3985856422506
32,15.933526979125958,2.8708903263507106,0.003576107206760232,492.0,391.79338023926834
33,11.945807261864672,2.778926572578256,0.0023170498712325703,489.0,404.04055693457326
34,15.270483845106241,2.672491624602484,0.003184801860066332,490.0,391.5208011968293
35,19.57269451100734,2.8471085958901585,0.0047801140856183946,499.0,408.091218787693
36,16.038586574474323,2.6612317576451976,0.002207631959149857,495.0,413.26939681586555
37,20.410491993762292,3.3655414475856698,0.0038718610684870163,489.0,370.8035615334855
38,5.600852583707507,2.5816775405449057,0.0016593410727504245,497.0,430.9815346083493
39,6.585880055833712,2.821689041836943,0.001512505919889176,497.0,453.8807824635595
40,13.370169053095708,2.9160907587759777,0.0019183271207926578,494.0,405.48590743586584
41,12.378611334697979,2.845334400137764,0.003393784798797138,496.0,404.79285371725985
42,5.7558288354566685,2.5772119079023628,0.0012581170116845136,497.0,451.04854954755046
43,8.526806997606428,2.546386246620148,0.0013715923971228281,496.0,440.9063230831401
44,12.524606932941452,2.814169923021768,0.0022270077585322015,494.0,403.7636008773242
45,17.30956053397486,2.5592828813315207,0.0029384792770610047,495.0,417.08277661989166
46,10.809130406274676,2.6303697743710703,0.0015416486245242893,497.0,437.23399651124555
47,10.269213768192628,2.77110376146506,0.0019418457269141701,494.0,414.78156416847827
48,8.36232371351494,2.625396984190287,0.0019339682500843832,497.0,437.28015701585514
49,17.634863798294077,2.695818125505419,0.003610660968863593,495.0,386.626410047881
50,19.892875791875582,2.979204109562795,0.0026384986328534745,498.0,408.85338022833906
51,11.164513095770985,2.501020189612777,0.0015397184190474073,495.0,435.4918425708103
52,13.046373164249843,2.8255098401677095,0.0024505490254452364,488.0,385.04962247065487
53,15.267704505342579,2.6234343610397355,0.0013036199552012172,495.0,429.6562111656549
54,13.77972965784275,2.8937824653814985,0.002918139366270463,497.0,401.5186092380136
55,13.122403393401527,2.754716801710284,0.0016079400817769329,498.0,430.0764510918478
56,7.5528416471445325,2.58115880979932,0.0012348027409956122,494.0,439.1202424174191
57,18.634171316498907,2.761464543789257,0.0021975728598419,494.0,405.61283119189113
58,20.021517092385977,2.918852753504989,0.0035288166838027208,494.0,379.6908911739348
59,17.550243204547314,2.9461575789087746,0.004148763547528143,484.0,356.1145695522098
60,13.134877393607582,2.788048195694163,0.0015576382986044438,498.0,420.5583530410508
61,16.539036871007426,2.9336787501240895,0.0026538638555702434,488.0,387.77462214313005
62,13.273068216923463,2.7937872436481883,0.0021098411495103792,495.0,417.9995362978117
63,11.33028927792455,2.9665862139395114,0.0020929451725460336,490.0,400.989529345605
64,13.517277266647653,2.662525158688666,0.0017944244470288284,497.0,426.20050644098967
65,16.092089284910998,2.78899119633965,0.0042824781753715915,493.0,386.3783995891856
66,8.077676693683202,2.7088744010143078,0.001672497580680065,492.0,424.43761523214334
67,11.135613991873612,2.8578613960181785,0.0023421139651913564,497.0,423.37420339161946
68,14.4520462350319,2.843777750562821,0.00216694868968143,495.0,422.59302587229683
69,15.078740688809006,2.7341850452047165,0.0016237461487750768,491.0,414.92373819577756
70,10.563826740364135,2.6414084443482335,0.0016351069843516205,495.0,442.65738799674
71,11.766325115056134,2.790955590430782,0.0015234127655670488,494.0,415.06223118817525
72,7.491207928422966,2.514903437548826,0.0013894208950930222,494.0,436.74996451306686
73,14.654989772491973,2.7146969185696754,0.0031323200583860088,494.0,386.7754713418342
74,12.14161889199275,2.8717197746432968,0.0041071158614358755,498.0,426.12137537620555
75,14.065007173023247,2.6607662938109815,0.002001470937599075,496.0,418.7883130304913
76,16.936422088881955,2.9993628319797594,0.004039756274940014,486.0,366.44660609720313
77,13.448642947296094,2.64683590747174,0.0019363305530785682,497.0,425.89011805460575
78,18.24002932871926,3.047878782589034,0.0030388854637384247,491.0,385.1571407167479
79,12.180500766296063,2.5922099104839105,0.0025983620408617405,496.0,414.5429437517788
80,14.240437464127268,2.9088955348542704,0.001790584948781109,492.0,403.4429467984695
81,11.59547306200426,2.743385737697921,0.0018117653574852208,496.0,427.8302154566736
82,11.596374018397768,2.5241153257952815,0.001793698898988604,497.0,430.5150769696203
83,10.613353113554098,2.627912874519882,0.0023672584694770767,494.0,411.22154458620935
84,10.874798927100386,2.7229017266415485,0.0015992501700411341,496.0,438.65938020193533
85,16.006511251575944,3.07023436766604,0.0020462656428616747,497.0,409.3286846647361
86,17.255936016411937,3.000103382800483,0.0017440604822072405,498.0,406.10426575305314
87,12.146448946403439,2.5693677434707896,0.0015626259867641324,493.0,430.4520663659414
88,15.160457710948918,2.572220339921364,0.0018776843287992,495.0,430.6274021954005
89,14.329446763590454,3.3360149807755377,0.006094003141434568,451.0,340.86707756353724
90,10.79947752629073,2.86526790605516,0.0020372685785933274,492.0,389.7515237242414
91,18.796894089964383,2.884309027145389,0.0030524384089714147,489.0,379.68827193912773
92,21.287601493252595,3.0711494140395716,0.0033803982278842112,491.0,374.41487140719823
93,9.069100501042868,2.614380023912876,0.001953391346073933,492.0,411.44180761569373
94,14.23084125200819,2.8431867590636704,0.0020420121270464334,491.0,404.2376795499273
95,16.97919370924464,2.7039936825689335,0.0030711461888546353,493.0,390.4431919133359
96,15.091354696984382,2.6629836249692382,0.0018813219145821841,494.0,429.4416218796522
97,18.34095935944802,3.04612449025922,0.004573699680761408,492.0,359.93528052071633
98,21.02465809236105,2.9490032004199547,0.0019447172094547447,496.0,413.7718609444639
99,14.137216754891597,2.9030752049679447,0.0022247115878945107,495.0,416.9645111381814
100,14.983951351562553,3.0071703925613593,0.0029079937167079033,496.0,410.22933944423147
101,14.121466056672034,2.834193380584866,0.0025599130130292014,497.0,408.87662432440436
102,26.856258148500388,3.1180428191205833,0.00431369143804884,480.0,365.1298923811454
103,19.585868984136823,3.266880211503485,0.005627314986031661,489.0,359.31875428552723
104,9.982895191334933,2.481337779598672,0.0009523010898186803,496.0,453.9112528702391
105,9.557383553930691,2.6524466573886634,0.0015155226700584617,497.0,453.08452804878607
106,8.485824030627214,2.7835026789019923,0.0013496341616259348,492.0,423.4222805772704
107,8.429820220356987,2.799125415484705,0.002699204864956317,495.0,417.09011238723065
108,12.804123923950499,2.6744044129813695,0.004914117277132311,494.0,401.50464690211254
109,19.650379117170303,3.0243395788373775,0.004157534446012515,496.0,396.6722848940526
110,11.993696163971151,2.6425775456615637,0.0019711160065765984,497.0,427.03149929067456
111,20.03840989378486,2.867733015543912,0.0028145453144813384,495.0,405.8147700275788
112,16.998626788557402,3.0337056378895877,0.0018740429691494892,492.0,404.82430300627965
113,13.244176262307008,2.7672966486449346,0.002610363728765571,494.0,402.7942426419928
114,3.9843409383553876,2.4847308918569064,0.0016520615613105538,497.0,445.45833456789745
115,11.235805618594753,2.797793765041103,0.002635283916329699,490.0,383.1086135286969
116,10.843634442150176,2.7067819570518803,0.0015863229066755897,495.0,427.7071094153332
117,6.547158057511609,2.716421669660354,0.002410107064768293,488.0,399.6773916298438
118,16.18863040881874,3.004392146266561,0.00291547396959662,489.0,372.2341182605868
119,10.523657050580795,2.590795417327583,0.0015142276850241322,496.0,432.26764610873386
120,24.817791166555764,3.303481394653266,0.007893972591092932,490.0,354.69840796682945
121,12.859472542032904,2.7682489531244507,0.002341386454539368,494.0,405.4158505767526
122,11.480888413131453,2.801482307859106,0.0018368267719964869,490.0,413.1352547988179
