,ate,se,bal,bal_sd,ss,ess,cardiohx,chfhx,dementhx,psychhx,chrpulhx,renalhx,liverhx,gibledhx,malighx,immunhx,transhx,amihx,age,edu,surv2md1,das2d3pc,aps1,scoma1,meanbp1,wblc1,hrt1,resp1,temp1,pafi1,alb1,hema1,bili1,crea1,sod1,pot1,paco21,ph1,wtkilo1,dnr1,resp,card,neuro,gastr,renal,meta,hema,seps,trauma,ortho,cat1_chf,cat1_copd,cat1_cirr,cat1_colon,cat1_coma,cat1_lung,cat1_mosfmal,cat1_mosfsep,cat2_cirr,cat2_colon,cat2_coma,cat2_lung,cat2_mosfmal,cat2_mosfsep,ca_meta,ca_yes,income1,income2,income3,ins_caid,ins_care,ins_carecaid,ins_no,ins_pcare,sex,raceblack,raceother,wtkilo1.1
0,0.06556986489585981,0.014637573085350507,0.0005812343727017623,5.082762819460403e-05,5321,4159.053192144223,1.9776567244608725e-05,1.9113863121116315e-05,-7.148776782316036e-05,-5.486944309362649e-05,8.840219228468629e-06,-1.4500095495896782e-06,1.4670733173299367e-05,-1.7046267934788806e-05,-1.1486357234678562e-05,1.509670118882123e-05,6.0367277323315015e-05,8.519708772109055e-06,-6.081641427250028e-05,3.391333567163875e-05,-0.0002469840818146745,5.3148060129167325e-06,5.62475804648924e-06,-6.497791215704988e-05,-8.754295708638437e-05,1.9345686942547396e-05,8.797963468677734e-05,-9.121786086463943e-05,-2.4923307531513755e-05,-0.00020351961706127622,-2.390764969770751e-05,-7.158803094313157e-05,1.0237951220116418e-05,2.6034114203375105e-05,-2.8031644542126638e-05,-8.439413083492199e-05,-0.00014094454301755675,-7.105567520317401e-05,0.00012348273794481442,-0.00010510224947965719,-3.964744760925444e-05,0.00011599010347695679,-9.758552364400347e-05,5.097869736746102e-05,2.046161415065867e-05,-9.639385913778336e-06,-4.1357400768174374e-05,2.769648199533575e-05,4.1838107017954904e-05,6.0300248655112544e-06,0.00010954227486537664,-0.00013448051814103127,-0.00012200756324913777,-1.3298026176414808e-05,-0.00012934931983597887,-6.565998417892923e-05,-6.206681583226265e-05,7.893151191618561e-05,-3.510795534229788e-05,8.049061744979054e-06,-5.601104043475164e-05,-3.344835621093516e-05,-6.652930347595139e-05,7.150205901852183e-05,-5.695090840824665e-05,-5.75757908355932e-05,-1.2735073412845223e-05,-4.934426402600369e-06,-4.20322128860809e-06,-4.690984915286961e-05,-2.86676999043865e-05,-4.816247891262115e-06,1.2166023643848569e-05,-5.5942888136816175e-06,-1.1850020816447533e-05,2.3003004398338754e-07,-3.861506245569816e-06,5.222155099713276e-05
