"ate","se","bal","bal_sd","ss","ess","cardiohx","chfhx","dementhx","psychhx","chrpulhx","renalhx","liverhx","gibledhx","malighx","immunhx","transhx","amihx","age","edu","surv2md1","das2d3pc","aps1","scoma1","meanbp1","wblc1","hrt1","resp1","temp1","pafi1","alb1","hema1","bili1","crea1","sod1","pot1","paco21","ph1","wtkilo1","dnr1","resp","card","neuro","gastr","renal","meta","hema","seps","trauma","ortho","cat1_chf","cat1_copd","cat1_cirr","cat1_colon","cat1_coma","cat1_lung","cat1_mosfmal","cat1_mosfsep","cat2_cirr","cat2_colon","cat2_coma","cat2_lung","cat2_mosfmal","cat2_mosfsep","ca_meta","ca_yes","income1","income2","income3","ins_caid","ins_care","ins_carecaid","ins_no","ins_pcare","sex","raceblack","raceother","wtkilo1.1"
0.0335409678965021,0.0137898097088243,0.607573533889377,0.0652838121446267,4174,4174,0.0410463685780685,0.0360886726138445,-0.0994331462100623,-0.0987224820611945,-0.0612381834135691,-0.0184415735119418,-0.0474440882363009,-0.0610316610161919,-0.0988788681707401,0.0182890418693221,0.0998815758153416,0.0434387450202536,-0.0623376136247137,0.0829652033907505,-0.0296172188485937,0.0520880039895547,0.0995746516021682,-0.0574802981308253,-0.0999282545230728,0.00875826707570497,0.0971412126187781,-0.099981143421491,-0.0320919562567904,-0.0999970565674885,-0.0709154237765635,-0.0925557745474019,0.0473199993579558,0.0930152646537422,-0.098792506103247,-0.0772840966109286,-0.099991280641261,-0.0732716991040667,0.0983911156514452,-0.0987810857347508,-0.0991135124550373,0.0992803438882446,-0.0987538714197833,0.0741658208096751,0.0675992686715769,-0.0298845478952023,-0.0968890053285354,0.0577106920938709,0.0996873634301447,0.0524234177461188,0.0992945498573415,-0.0994148611042739,-0.0981643164753205,-0.0292612345630216,-0.0397038414317615,-0.00624578284675542,-0.0318982761181112,0.0993162550122045,-0.0544147559134695,0.0249188210225154,-0.0683479708018356,-0.0601832840220345,-0.0986867636638714,0.0989743045062597,-0.0350231492221789,-0.0952708989563694,0.00594576665137391,0.0862872235903657,0.0528193595086185,-0.0896639778800897,-0.0686132611478345,-0.0432379294392287,0.0350419851925012,0.0139435426653076,-0.0415662053017747,-0.0013100300607559,0.0237505305825613,0.0274142203890696
