trial,ate,se,bal,ss,ess
1,-0.37932724793363404,0.07702189540404736,0.0007069663986815782,499.0,431.18292167406526
2,-0.40059998033480904,0.08102709271863649,0.0008802773345685791,481.0,387.8048819773047
3,-0.42590387774467775,0.08132926285276496,0.0006751784381920908,494.0,409.94114639869724
4,-0.4083687381273795,0.07993423304084311,0.000806096403411011,489.0,399.26271217116323
5,-0.36240869885208093,0.07823212039330033,0.0006593791775461017,498.0,419.9055919621519
6,-0.33057155664844684,0.0770095174571525,0.0005910141697973066,499.0,440.0041735958492
7,-0.3907830906688128,0.07653790244358763,0.0007060397008095492,494.0,407.36625291004293
8,-0.4064583001919142,0.0760876982045634,0.00063845189957624,497.0,426.1362027547732
9,-0.4266007699407961,0.07941574554336128,0.0006662121336230794,495.0,419.9980868884872
10,-0.44434828327334497,0.0752950594259503,0.0008732958124240712,491.0,416.3500960278268
11,-0.34140804015910087,0.08217630785617877,0.0006879527213240647,491.0,406.05440914685767
12,-0.37828382256649196,0.07789389986181891,0.0007775679034061539,493.0,415.06434296038833
13,-0.34758418990221474,0.08014077633084972,0.0006513034645315,489.0,408.2345734658076
14,-0.39895110172800896,0.07650404036257355,0.0006582758369448681,499.0,428.50152402410504
15,-0.41441145753752817,0.07483247890893159,0.0006871825003975287,500.0,433.4529956227499
16,-0.4107764285052915,0.07964703380526902,0.0007003914907472117,499.0,419.2214785254657
17,-0.36558708492192915,0.07885040763071002,0.0006514570876693836,496.0,427.12618623486276
18,-0.4093219610376715,0.08079135835063585,0.000937610269859229,485.0,397.979797577509
19,-0.43593039673222034,0.07838912267247601,0.0006336839381298317,492.0,419.7544068717383
20,-0.4165783906247915,0.07936607757352591,0.0008741282510203214,492.0,394.14507484327385
21,-0.46004210303710735,0.08059420002754306,0.0007378334726603212,490.0,413.16988584180683
22,-0.42439624242299123,0.07941578884736251,0.0008041337094805718,487.0,388.6336778356871
23,-0.3292973679160278,0.07761872773505593,0.0007833778695121751,497.0,416.1590007491062
24,-0.3850903914007975,0.07572458682241033,0.0010228811750880812,487.0,394.05779840543323
25,-0.41325110143626187,0.07862846015497828,0.000625750819785827,496.0,416.03721005607025
26,-0.4101006659115467,0.07779494608738921,0.0007151588908514439,495.0,424.0806149888536
27,-0.4169243683909225,0.08670834889612143,0.0008327343696709492,478.0,398.80224548664876
28,-0.38134697079128355,0.08086428433125092,0.000911800166038448,486.0,410.98332503404134
29,-0.33943135260482205,0.07454416779896166,0.0006632466290655724,496.0,428.50261836675884
30,-0.38354209459190924,0.07609076856705642,0.0007460587065157432,495.0,418.1575933442176
31,-0.39111902672847343,0.0785818581315359,0.0006401658672756176,497.0,408.0181354981868
32,-0.4451055637133696,0.0738432781466522,0.0009157075984366415,492.0,409.7293803935372
33,-0.4085344804250792,0.08199560872878195,0.0007758963742623743,487.0,399.6941754511478
34,-0.4416089479090073,0.07983297711004943,0.0009068310079679793,486.0,406.4163094352738
35,-0.40396802378318686,0.07879438739900878,0.0006514725685760889,497.0,417.60361935175274
36,-0.3925737959923894,0.07967980246608228,0.000664988375700578,491.0,409.6914757507251
37,-0.3970473603109914,0.07386175707020594,0.0006534686174393822,498.0,425.3408547031821
38,-0.40361995460985733,0.08015985833783444,0.0005867090661052124,499.0,431.3658041004147
39,-0.3985034567937893,0.08199749176983027,0.0008539045361877311,478.0,395.7926837115444
40,-0.37697081500595253,0.07628987052897966,0.0006807363226061132,492.0,399.5740205088957
41,-0.43757888695093294,0.08079920619318574,0.0009275978302506016,483.0,388.94616133881124
42,-0.44161953752246985,0.07838737091460612,0.0008255321410366582,487.0,390.0337170570977
43,-0.41244150646715116,0.07909049674020055,0.0006693685668188821,493.0,426.82800973320536
44,-0.40446723553644404,0.07853162122228742,0.00048579051510385605,495.0,442.6470200606898
45,-0.41293097845129,0.07666604718796426,0.0007884549774750839,489.0,399.95437745657495
46,-0.4372701139108446,0.07522969205300042,0.0005913399686368966,499.0,434.6209144829327
47,-0.4543268136583163,0.07992306085212679,0.0006887853965663448,498.0,424.4233776594911
48,-0.3864539562175353,0.07982896955590948,0.000705037956109067,488.0,408.51172973424775
49,-0.41042508833155855,0.07760149819175122,0.0006320545751423069,496.0,419.5362704861842
50,-0.4157220749820092,0.07576288932679456,0.0006867341301378272,490.0,416.42985641033766
51,-0.3804438639390937,0.08252695751136925,0.0008429329816176597,482.0,383.3601560925897
52,-0.4084213924183002,0.07742436302620422,0.000737643555606861,492.0,400.93695166071757
53,-0.359285992635042,0.0758988055623189,0.000951709773944362,496.0,406.38547333070755
54,-0.4251918656837903,0.07994981257619953,0.0007299781285983207,495.0,404.74011494811634
55,-0.41837513577434216,0.0811271286724915,0.0009664637981721602,477.0,390.5590572514779
56,-0.4102138945920095,0.07929624080418272,0.0007310723595798767,493.0,411.27623549970383
57,-0.4241044861349099,0.07734270950341467,0.0008759463659055052,487.0,385.6520910350596
58,-0.4240813730866173,0.07824337509692607,0.0007179845439183638,493.0,406.3232127489039
59,-0.36673341993737685,0.07763755746622751,0.0008087270670371723,491.0,398.30757875100284
60,-0.41189998477858003,0.076751000389487,0.0007041134807867923,493.0,416.74294105421313
61,-0.3987656559705841,0.08060839259444696,0.0005757428785168064,496.0,421.8809956283012
62,-0.3694018177051914,0.07778194603288156,0.0007028369475113094,484.0,399.4454341227482
63,-0.39658282553409085,0.07820441404900592,0.0005369253600836033,497.0,427.1283084276357
64,-0.39685762284840287,0.07668494775365327,0.0010838259676910818,483.0,377.8832028366139
65,-0.3846245250808038,0.07909505012115735,0.0007085809399702364,495.0,417.23492029266674
66,-0.4505487532731247,0.08342850976322204,0.0007747658878521541,491.0,405.1455873444263
67,-0.36704932666504764,0.07990800388704178,0.0006470154023186023,496.0,420.15147982051116
68,-0.46053363263713987,0.0806598777749249,0.0010961101347370598,467.0,375.8051028108123
69,-0.3903535291046043,0.07622949246117916,0.0006270981989595062,497.0,420.9841969456875
70,-0.40677240302651274,0.08093891800056087,0.0009040000992484791,491.0,408.03808167360046
71,-0.41725812403699303,0.07479697239335992,0.0008033698699624441,496.0,420.2864301109567
72,-0.37467394492468253,0.08526341725649773,0.0009500253827114312,478.0,396.4384006024327
73,-0.3423212093548069,0.08139994836592128,0.0012640581239040996,477.0,381.2838974422634
74,-0.4268334688523572,0.08040359867965678,0.00099834780482267,483.0,394.68749169576085
75,-0.3906484215225996,0.07695618078204929,0.0006307737196147502,497.0,425.09535529695785
76,-0.3359339942959747,0.07791616703386614,0.0008326117335974801,497.0,423.0565782587903
77,-0.4204065529084704,0.0765647553849992,0.0007921000465843257,497.0,417.55746672100844
78,-0.41211697019166715,0.08140553141774881,0.0007708286253028791,494.0,420.83598444555685
79,-0.42504610284466215,0.08237767661286194,0.0006829793307079477,496.0,418.8532884320761
80,-0.4102447171047787,0.08417408003775632,0.0008079454655633368,479.0,389.6657295025658
81,-0.42277283952065137,0.08068281617301604,0.0006136687086148153,495.0,419.0964409843816
82,-0.46594058980546116,0.07920988833235773,0.0007119406162721754,493.0,417.866203364144
83,-0.37016686093757345,0.08218527120109492,0.0007388035848822218,489.0,407.9893378965895
84,-0.42009315945235937,0.07679719581406479,0.0006791646473777124,492.0,421.45566762072883
85,-0.44790414579332083,0.07916016745033211,0.0007038668762715673,494.0,405.62655137118463
86,-0.46008225356697974,0.08450479948811053,0.001118880368948862,474.0,379.15952442379967
87,-0.3705625720895176,0.07704115924384711,0.000651605136602014,498.0,430.6478675996332
88,-0.39518582054454754,0.0836641759733778,0.0011246205673113355,474.0,370.1925226134582
89,-0.38591578047818764,0.07723711953385044,0.0010121059576992677,490.0,408.66617726416484
90,-0.44681189651852815,0.07601219459235647,0.0005576440429854944,498.0,440.6395352604507
91,-0.41967219158283076,0.07607061683055426,0.0006605953745006336,497.0,418.61087896895197
92,-0.3815807068152206,0.07682318024907893,0.0008200480978462625,492.0,406.7516192083686
93,-0.3960051457179947,0.07735953191752366,0.0006351344900461753,490.0,411.5734504575105
94,-0.3809283527777785,0.07754509478707829,0.0006669268417515061,493.0,419.7660109190567
95,-0.3254758799990971,0.07581640498880188,0.000713334388221985,492.0,412.9704897302182
96,-0.3999279642871345,0.08132860920528603,0.000728113448734589,489.0,393.1863806244283
97,-0.3477001041670933,0.07831659764071984,0.0008372429510023327,492.0,406.7322863881788
98,-0.4411461882216159,0.0776719756759042,0.000882195988154852,486.0,391.37752826565725
99,-0.39887774723402236,0.07877413529045997,0.0008289675494050882,493.0,397.36682028503265
100,-0.3761468489978035,0.07849855054357291,0.000729322280942795,491.0,408.9682273876231
101,-0.35023820488232316,0.07668964324657572,0.000756779405527674,497.0,417.98326604099316
102,-0.4556092951303552,0.07750733609077559,0.0006032731445606419,498.0,431.1874938648464
103,-0.39019859104981824,0.08367140956384346,0.0009582465077464575,483.0,390.03746985383714
104,-0.3960125250122468,0.07914543667636038,0.0008194328666814613,490.0,422.69460217124686
105,-0.34440030337025274,0.07852147877766116,0.0005399803966423024,500.0,433.8976173346159
106,-0.3304319409316423,0.0791805242206014,0.0007139054788016336,492.0,411.87521628767485
107,-0.4596670366899276,0.07437889598384444,0.0008105405102696086,495.0,421.4836954962135
108,-0.40373005520061334,0.07464049182995659,0.000687606854046515,496.0,436.337650004079
109,-0.4177486055876134,0.07854580619228163,0.0006805741767519131,498.0,429.798612632202
110,-0.41040222553883643,0.0793506294564525,0.0007954265344496341,491.0,402.4473764158238
111,-0.3850319114468532,0.07587906105182798,0.0006804267329619789,496.0,418.89411597948856
112,-0.3291299135951147,0.0762482547181868,0.000859922475088895,494.0,412.525644642623
113,-0.4572562398238831,0.0804843244988558,0.0008165434850690845,483.0,392.22735986873045
114,-0.41005358226839705,0.0813000524260993,0.0006102583159903025,496.0,417.84891083458206
115,-0.3371387246975064,0.07510103833613613,0.0005972774414780088,500.0,432.89314289051185
116,-0.4374598177072917,0.07915658767716292,0.000668434816971796,498.0,422.09044603271326
117,-0.40390337657052244,0.07630148072106457,0.0005098608393090148,497.0,439.8235065272446
118,-0.3639210153655159,0.07653822241712413,0.0007464835365557842,487.0,408.7017990520148
119,-0.4204337417151578,0.07653649933540876,0.0006481822970883828,497.0,429.98064286507645
120,-0.39708173302062244,0.07488324593941777,0.0008686905211746041,486.0,407.44431421056805
121,-0.4578665319435533,0.07798331976598756,0.0005424459877742643,495.0,431.32486702484573
122,-0.40457688694371985,0.07198032990560477,0.0007674604065244723,492.0,418.3128882381437
123,-0.45279412166347877,0.07138035635011723,0.0007270185835892918,498.0,409.29248407817414
124,-0.3596724858771063,0.07967857848620273,0.0005265951785415209,496.0,429.8865690806126
125,-0.3799505011287141,0.07794853728048744,0.0006792716527184454,495.0,423.94162207200657
126,-0.3549028383302848,0.07981714162853656,0.0006182354396923499,494.0,410.4952635914974
127,-0.4308711243574175,0.0832981799753569,0.0005801454863022093,489.0,415.3084750557191
128,-0.3974828288244461,0.0833118799041203,0.0008545823036744823,483.0,395.9836695108975
129,-0.47356829941163525,0.07237584414373813,0.0007260344587058675,498.0,434.18741609543014
130,-0.40575445032785096,0.07615478929515587,0.0009377010838183492,490.0,396.8699051296382
131,-0.4303946701528605,0.07957398268984266,0.0006995051129246815,488.0,403.04493544145737
132,-0.36015592001862373,0.07900535394216818,0.0006335878584706723,491.0,414.19918020070315
133,-0.38213675707718275,0.07784557801870634,0.0007688135840698987,489.0,407.81026703691094
134,-0.41101860486742714,0.07508019553138334,0.0006763667588479693,495.0,421.3472255079457
135,-0.39581657083098865,0.08019024456165214,0.000602233149712671,496.0,428.19138942141103
136,-0.3808480694543852,0.08058380674611154,0.000539994077266778,494.0,424.53078845047935
137,-0.4017706915131294,0.08705219407590736,0.0008785011724506636,487.0,397.01371019870044
138,-0.3500909203341589,0.07844212727513926,0.0007607872950858279,495.0,416.63524881299344
139,-0.43057988855395735,0.0762939524666218,0.0007406120846645209,495.0,412.0735137231233
140,-0.3527470477882382,0.07645932579317105,0.0009698563847995042,482.0,398.42165375119265
141,-0.4112306018938061,0.0770611545882647,0.0007006649994981304,495.0,425.108435719764
142,-0.3826182638204467,0.08108819317170295,0.0007589923988296597,488.0,396.8543031803246
143,-0.4554281748968214,0.07886768227503538,0.0007413359302614648,491.0,411.6332508431347
144,-0.35347089046913016,0.07779477111406431,0.0006653782030332618,493.0,418.9012190793315
145,-0.38123189928944656,0.07758411245255185,0.0005134611526767104,500.0,437.839732593786
146,-0.3480289995139527,0.0787799747482977,0.0007706192648762144,486.0,401.3025205541249
147,-0.36095315972997666,0.08116157061930554,0.0006529735629145644,492.0,407.6524167223848
148,-0.43084131786561564,0.08178751057291854,0.0008945671882028357,478.0,392.74485105080157
149,-0.41423480792518674,0.07992397353108852,0.0008612208598798505,493.0,390.80514644523623
150,-0.3544914950181979,0.07716762312739728,0.000775319736555563,488.0,401.01327572426294
151,-0.39322148686582503,0.07639196253779479,0.0010050265832816233,491.0,394.4801625997601
152,-0.37095546693788517,0.08023645983184223,0.0009597797523166377,486.0,386.5994329602943
153,-0.401741584290229,0.07842486031295325,0.0005156219404751852,498.0,430.71702180943464
154,-0.4330663149683982,0.07859041227783174,0.0007366737923739451,482.0,387.4100030761553
155,-0.42125828467786164,0.07656734944044899,0.0005626970619449463,497.0,435.730826084211
156,-0.41205157599470166,0.0775775418460414,0.000874335319823683,483.0,389.35676724063285
157,-0.43016246252023516,0.08506010686354422,0.0007528707351529596,489.0,393.21486748156195
158,-0.3661266722099237,0.0736612331246546,0.0005162598576044026,500.0,449.63625145324033
159,-0.40539969681414423,0.07362134924977314,0.000713157347603876,494.0,407.6847915342803
160,-0.36396031830079156,0.07624913599395511,0.0008152791409701981,497.0,428.35966148213686
161,-0.42046899108830793,0.08143401716911498,0.0007022810853029764,489.0,410.74649086248854
162,-0.42066701347514757,0.07606764898358882,0.0008034354594488556,492.0,412.7716702579468
163,-0.44706383699240737,0.0824319297525504,0.0011372043719666412,469.0,362.501194057262
164,-0.36132300209478974,0.07864100404165382,0.0008092162459171103,486.0,402.3259412796141
165,-0.45204442604438366,0.07931951219599914,0.000771852998911582,486.0,406.5562416290429
166,-0.42806260170931854,0.08274610538801826,0.0008531627340365466,480.0,394.2739293371286
167,-0.37342049144950584,0.08054635558087936,0.0009702920510557463,482.0,391.8142029528457
168,-0.4146731870850986,0.0826534664227202,0.000821495339627333,473.0,382.79187067874005
169,-0.41761675624035277,0.07521522593027558,0.0006986889680632374,498.0,415.37389381202706
170,-0.40505580667457064,0.08001999172200586,0.0008246769960749698,486.0,389.6471679699772
171,-0.4444556046779442,0.079706875426553,0.0007653703523809352,496.0,410.7758058727111
172,-0.38910058147616766,0.08388432179422985,0.0007040368365933154,493.0,416.1675829475737
173,-0.39549848447130653,0.07522519586396913,0.00067181540709068,497.0,428.07458460183716
174,-0.3918469154113917,0.07861178682326216,0.0009245878891564161,485.0,396.6846813679002
175,-0.39626253674142875,0.07865767890842897,0.00082896186538169,489.0,395.6755138950854
176,-0.4244100701309299,0.0777988746587259,0.0007500898480588021,494.0,416.21593259593794
177,-0.3400668735740169,0.07698499644909249,0.0009661248684202233,494.0,400.69898642422606
178,-0.4020806040738476,0.0782221396032251,0.0006342933872213646,494.0,419.5603904470954
179,-0.4344675580088726,0.07710817234424618,0.000827870816326655,492.0,409.5468435087622
180,-0.4288697793372691,0.07298242015112132,0.0008734473215897411,494.0,402.1031776833666
