,ate,se,bal,bal_sd,ss,ess,asum,cardiohx,chfhx,dementhx,psychhx,chrpulhx,renalhx,liverhx,gibledhx,malighx,immunhx,transhx,amihx,age,edu,surv2md1,das2d3pc,aps1,scoma1,meanbp1,wblc1,hrt1,resp1,temp1,pafi1,alb1,hema1,bili1,crea1,sod1,pot1,paco21,ph1,wtkilo1,dnr1,resp,card,neuro,gastr,renal,meta,hema,seps,trauma,ortho,cat1_chf,cat1_copd,cat1_cirr,cat1_colon,cat1_coma,cat1_lung,cat1_mosfmal,cat1_mosfsep,cat2_cirr,cat2_colon,cat2_coma,cat2_lung,cat2_mosfmal,cat2_mosfsep,ca_meta,ca_yes,income1,income2,income3,ins_caid,ins_care,ins_carecaid,ins_no,ins_pcare,sex,raceblack,raceother,wtkilo1.1
0.00030000000000000014,0.04789614086445648,0.01322866665825744,0.6066828468730386,0.05490620887742694,4374.0,4367.389169562955,4361.9999999997335,0.016526822455600228,0.004777067472222707,-0.05943292365098425,-0.05787715438121756,-0.02404789397583224,-0.030881814240712062,-0.03825731116853472,-0.031855214840766026,-0.051936718716922896,0.013134567293042018,0.09657782307433847,0.03329882527295327,-0.025090902146435563,0.033561140164600343,-0.10503802017157243,0.01475808523614191,0.17937339923220627,-0.029227834627632725,-0.14370294029630984,0.010258502369974012,0.08132465091888881,-0.14675086263796117,-0.027625075711522007,-0.2394142730123795,-0.06402231740662824,-0.04619949615955964,0.04642943090269814,0.08864301727074284,-0.045836794363517196,-0.04703050370697187,-0.09309145374157718,-0.07646585315817149,0.09933389113117953,-0.0942956038543629,-0.1149784303727521,0.12846739229172222,-0.07991447486742412,0.0422001027980642,0.042450039375134405,-0.025917866129961244,-0.061546625865966924,0.05434902271279671,0.07267877207178049,0.015271499203758962,0.03419102604646417,-0.06360711045689527,-0.08915557987404309,-0.01060281821920352,-0.045417359251416795,-0.008114596546562113,-0.03989313354155571,0.2169309538200827,-0.034713004918666,0.014464736531738895,-0.044018183053746995,-0.016740900984938245,-0.07190515791248092,0.09242752656201222,-0.030260266976475506,-0.049221560280278326,-0.00012020747786459556,0.040731625540468934,0.023065760514418308,-0.05108028390217132,-0.03762219213990751,-0.012755113494381912,0.015719068424047904,0.0020848140281864804,-0.023300903363891425,-0.010849686963265695,0.008653609767944992,0.03174744812810862
0.000330277226441388,0.047883499361029425,0.01324086351327961,0.5968065512050276,0.05403868707470775,4366.0,4356.570075481492,4351.9999999997335,0.01673389057721466,0.005559317627392122,-0.05900091918090206,-0.0587044891719978,-0.02280765105179275,-0.030952774291816643,-0.03734878565807348,-0.03142916163390731,-0.05088728198912691,0.013615138480387446,0.09449230884781636,0.03393410228837137,-0.02446162080494085,0.03213517775132929,-0.10252723364726658,0.014143889688953108,0.17555890837628127,-0.02999953168369748,-0.14199933574656612,0.010340880828296987,0.08009094560022335,-0.145517258601695,-0.02581095483246314,-0.2359853729763964,-0.06259775342263597,-0.04589686136852951,0.046220855656536775,0.08479148636286556,-0.044226027471913565,-0.04663781924200092,-0.09388804847740388,-0.07340250127285433,0.0982224678545719,-0.09385999528572142,-0.11350307847242451,0.12664661941603345,-0.0795644928042387,0.041655757182412725,0.04254758082590448,-0.025968693382247745,-0.05987072769466419,0.05335427047462284,0.06829291211880453,0.015356341955034743,0.03393413759384917,-0.06152279446119516,-0.08800407774866495,-0.010392572862840885,-0.044896389692700905,-0.008443441673420886,-0.03945778938269274,0.2121830707825895,-0.03479276825717397,0.014267733362650258,-0.04274489346205613,-0.016305320079917508,-0.07121183140021387,0.09264498332430617,-0.03018235874006241,-0.048123474015459064,0.0009250009166404173,0.03816452162060041,0.02393664251590683,-0.051384804390134986,-0.036698044728291766,-0.01304433760927216,0.014379862896751241,0.002269980783251875,-0.021707780587966855,-0.009270881133055681,0.007333981965287749,0.032020771313674534
0.00036361015435271995,0.047458786183762314,0.01326317347576843,0.5801496006912253,0.052500861463424475,4348.0,4338.36032610455,4333.4742512219955,0.01605152034979844,0.0060478341213573645,-0.058702662715828864,-0.0568561922516782,-0.02145281914060125,-0.03250138321627421,-0.035432742334274285,-0.030905607926531502,-0.04763962075384494,0.012891161569028347,0.09175471240537417,0.0327144572433902,-0.02478925969600549,0.031232183908993513,-0.10035549734261419,0.015146912476056958,0.16869253106801715,-0.028269844031018506,-0.13700806174107832,0.010879386104252925,0.07637728344996016,-0.142927041848494,-0.02496040089257517,-0.2323614046643992,-0.060451874288000876,-0.04358565519877683,0.04340528606474784,0.07818469484733265,-0.0434956585046843,-0.04573840906540528,-0.09202866129322079,-0.07278556827802912,0.09447518817777571,-0.09135081537018958,-0.11054198130208785,0.12269144798223991,-0.0773056944661137,0.04214266102058895,0.043035152612676875,-0.02607404880747148,-0.05828370968612443,0.050990778362889275,0.0640125421829213,0.015454268523118757,0.03432173994837926,-0.05881715939775032,-0.08555480170083354,-0.010423562730544086,-0.043231099683848855,-0.009481866478285066,-0.038669591700771555,0.2061282228456633,-0.034941508516524236,0.013517756400621004,-0.04279859824536276,-0.016127317681885685,-0.06884568812837762,0.09162446220765906,-0.027250849734853214,-0.046474105010894794,0.0021190100715962235,0.03458289128764454,0.02049453276748711,-0.05073156431148431,-0.0356285230576791,-0.013369930224803756,0.013813083602216912,0.0006110860361001967,-0.020360563959360655,-0.008594057765498974,0.005850233743173746,0.03371360084141962
0.000400307177618471,0.047761931364384,0.013310787511159022,0.5602338828033426,0.05078050420126115,4327.0,4314.867733481342,4309.956110504771,0.015843370601702527,0.00574248607842404,-0.05857162107838895,-0.055452822521571125,-0.020785059723031078,-0.03283798744958282,-0.034189891406955566,-0.02810688270383288,-0.046272003006925966,0.012704703981381833,0.08765293107384241,0.032170017538257746,-0.022224124405438927,0.029680256516761802,-0.09805227637634888,0.013979302116409641,0.15977931798602826,-0.02832457774715532,-0.13357708615049335,0.010991848450116377,0.07401513997042461,-0.13805278632604093,-0.025761225836258304,-0.22370039488720822,-0.0572019454086275,-0.042153752509511894,0.0405678797595621,0.07536437762443904,-0.04230872340498388,-0.045850393997683446,-0.09247343638667599,-0.06793456392631782,0.09324692577842206,-0.08839444988853974,-0.105516289783071,0.1186658058998486,-0.07334147228851197,0.04216741042570799,0.038525860660452,-0.026443668826936724,-0.057095550931386144,0.05088333868368116,0.06024252448689416,0.015471544652073682,0.03344437026864247,-0.05739700844308639,-0.08321481430199275,-0.009740581398052997,-0.04285327245196465,-0.008600279783221448,-0.03644145831365706,0.19790332238894082,-0.03342941373847825,0.012904834663599922,-0.041394515528874076,-0.015757845998634962,-0.0671947640598743,0.09031805754638707,-0.027067554127497877,-0.04512488889862107,0.0019664143716190637,0.032919672402291315,0.019183644076102138,-0.050899451230458165,-0.033744486535827393,-0.01356913404903191,0.01250801882951675,-0.00047336458723155607,-0.019671566751478502,-0.00702545673887187,0.005761067392915945,0.033369014358023266
0.00044070781449469546,0.047425838490289696,0.013353593419206186,0.5375304642830918,0.04866988447450921,4299.0,4288.044607231244,4281.888213414055,0.014883808843069517,0.005942645283427312,-0.056741430683600685,-0.05217213488367093,-0.019669674328442258,-0.03472238576686024,-0.032083870473251105,-0.02617238069894078,-0.04401632710942878,0.013427854170150069,0.08527301295425745,0.03068321768542074,-0.02179275580543249,0.026880767230334758,-0.09500583979498929,0.012830287637649134,0.15026411079161694,-0.027097694742810437,-0.12709933376913005,0.008232361396770579,0.07159407113353981,-0.1352848968678601,-0.026096194989115536,-0.2170077529860786,-0.053951242591003166,-0.03909133579279074,0.03502708758594015,0.07111120756732638,-0.0417952657308637,-0.04416589170630204,-0.09130222320699113,-0.06221917860988735,0.09084068185026802,-0.08510002959378594,-0.09916512358533976,0.1145662805502234,-0.07175251624773639,0.04241920618738358,0.037697181566528,-0.02543179686170569,-0.054415094021283465,0.04432844040071896,0.06008342971691925,0.015107181401591079,0.03300265945569142,-0.05620673271171224,-0.08033275113360912,-0.008344083791618913,-0.041581102646780575,-0.007745267393613447,-0.03612501499307648,0.18676324100155933,-0.029922878645905458,0.012378967774022163,-0.03919167486370654,-0.014533603193964661,-0.06309777770351552,0.08794646513729683,-0.025999923030732952,-0.04337906548183397,0.0020368991174037595,0.031183696805203442,0.01643592951384472,-0.05121774739271258,-0.03288311401177241,-0.012452245773650903,0.010165039250588766,-0.0020281976657236323,-0.017949966888875266,-0.006310607911498308,0.007551723719600676,0.032920100354713565
0.0004851858488078462,0.048585024254358955,0.013403686283021172,0.5092627534791656,0.0460169808328372,4265.0,4252.695502748408,4245.962388203732,0.013176788298947128,0.008363671888218462,-0.054875325755357834,-0.050790887433605304,-0.018390704543728834,-0.03324964976440459,-0.02863552718089115,-0.024221169882121592,-0.0401324148583744,0.012493565563627438,0.08018668400996773,0.027424197613450982,-0.019163230736391014,0.023307862616835064,-0.09099717871234773,0.013512604115261678,0.13901313337099727,-0.026391790583129668,-0.11946744348908879,0.007369176257804665,0.068489442128235,-0.1299491729354566,-0.022784466116839035,-0.20840411378053045,-0.05007177848461435,-0.03685116420110347,0.030543093185149812,0.06740835194005157,-0.0391980374990091,-0.041910964467644155,-0.08857151561916822,-0.054701186253476336,0.0862525099926198,-0.0820460532248414,-0.09246314013094546,0.108970568336152,-0.06796131307015264,0.04230335815834549,0.03590894792730467,-0.025071771159213302,-0.05142351808178387,0.04136891368124705,0.05599875389697082,0.014873817188155376,0.032769354680779975,-0.05139589915004496,-0.07696082045839961,-0.007311414185923427,-0.039977463242625216,-0.008400415475096379,-0.03502473064762153,0.17501973348996974,-0.02754285428999167,0.011617185672770019,-0.03952328243158445,-0.012983001363781329,-0.06118210048055547,0.08439415573292665,-0.023531403329183933,-0.04075896173354413,0.0031398329300382118,0.027846511077501183,0.015412465904805361,-0.050206864120377344,-0.03190572391248014,-0.010662159600599448,0.006079072698773034,-0.0011224926094499884,-0.016189894510373358,-0.006200072774895325,0.007446101545974205,0.03392969378065156
0.00053415278817622,0.049364099046753984,0.013449127483656504,0.4852512211729304,0.04378305104151414,4236.0,4222.086313929367,4214.615297558552,0.012305804769927299,0.006858983818352769,-0.05279931474344347,-0.048638444637757836,-0.018033780193210763,-0.030368295390252507,-0.02574823517794618,-0.022697672582152984,-0.03838384486489501,0.013602615276802557,0.07497573687310947,0.02402428321729287,-0.01768726717298929,0.022567992381478427,-0.0883809892455996,0.014132435126965739,0.12869961827426668,-0.02561765273070063,-0.11265155877634876,0.0069311974423132,0.06717251710210545,-0.12500373222948738,-0.020082134983276868,-0.20140137776253897,-0.044490670383713724,-0.03666030421595033,0.029212894072003476,0.06260450013214233,-0.03662978038604601,-0.04099302208925134,-0.08489326422421722,-0.0504424014050953,0.082327191466252,-0.07840664137148962,-0.08743341048453414,0.10506528237388044,-0.06750871877971067,0.04042368690333093,0.03453620482661812,-0.024213443192250578,-0.04776436066087694,0.03840755012042461,0.0543949009987437,0.014855627808984953,0.032722418893252385,-0.04748136710042047,-0.07538253868968092,-0.006772410026390924,-0.03800399935934962,-0.0085199215918097,-0.032977464837904306,0.1643940747361707,-0.02603358804613609,0.011114888215824955,-0.03894393604966842,-0.011798498602414708,-0.05810662090170746,0.08193382159126188,-0.021770420071354823,-0.0392765317019919,0.0037813840286969576,0.024158301688578694,0.013200087123977489,-0.04853279330579782,-0.029457062902423815,-0.009355305903030148,0.005730499859820637,-0.00052709552593058,-0.016575218038027868,-0.005291629687011848,0.007177672750943673,0.03333078309070838
0.0005880616712492538,0.050496690770141406,0.01351363096170475,0.4585019608495966,0.04129101005785402,4204.0,4186.780522825768,4178.738418998462,0.011973077892957826,0.007384426023734217,-0.050685005378271746,-0.0478914231247971,-0.017016571560150105,-0.028840488756774963,-0.02143190860682337,-0.02040930751137099,-0.034600212133406055,0.012529093371206675,0.0713617058623399,0.020891413188355936,-0.01611093788050415,0.020219906086173176,-0.08490889650969602,0.013001758339198395,0.11848637876035432,-0.025569522636697532,-0.10790735705611523,0.006172618609241653,0.0652654697254336,-0.11957110829382954,-0.018439777618793524,-0.19107498108437054,-0.04128512339967656,-0.035015072848385745,0.025498625895388895,0.05579729783989824,-0.03477296585390689,-0.04024978611036389,-0.08341209303246713,-0.047026352080279575,0.07981573590728652,-0.07450789069992916,-0.08280016383358725,0.10059957240938773,-0.063737850809791,0.03699957570102383,0.029303328945088757,-0.02187198761413905,-0.04610336133907191,0.03646406840794927,0.05215797945279991,0.01343663571059412,0.030717313477667953,-0.04326236163205889,-0.07136962460200397,-0.005854108266100819,-0.03791575532549849,-0.008185025055099188,-0.03185962253712096,0.1508286023856557,-0.024156912489312652,0.010429676777453009,-0.036143189272128125,-0.0109675723141049,-0.05508559163792065,0.07957481954940855,-0.019345140726198695,-0.036231453319234184,0.00341035566236167,0.02405228572859772,0.011373354405533314,-0.04618050291172812,-0.027300235329083097,-0.008425881032543997,0.0055851224673777854,-0.0017060109645822882,-0.015881993651046564,-0.004802688567074184,0.007952466877081298,0.03175624329990093
0.0006474112591889694,0.051453155895849534,0.01356910315417134,0.4347922237616567,0.039112565407315183,4167.0,4153.764422360224,4146.354674942113,0.010254682940589979,0.006988406247727509,-0.04846320138390218,-0.04614894440487852,-0.015252404005189252,-0.027877577012568974,-0.01953103689144562,-0.01904288762359927,-0.03226480295351666,0.012726353923026823,0.06760006196862017,0.01771991553232294,-0.014769262084812827,0.019334929552127605,-0.08116869724085615,0.011072942087677683,0.11006111098356881,-0.025127574238931378,-0.10229280659049474,0.005303170579139778,0.06323038865328852,-0.11305085548730529,-0.018538925477174874,-0.18218231489752945,-0.03798376425470593,-0.03316919301374201,0.023065899262214043,0.05224100058445569,-0.03367798104310491,-0.039090248201565876,-0.08094137583586783,-0.04661520341361822,0.07702453536224675,-0.07015337237052671,-0.07812720240170203,0.09474412862838395,-0.06022078589357458,0.03541387232141716,0.027382535055887502,-0.02007496920309115,-0.04446170605132253,0.03451599654021213,0.04714916713100204,0.013193236157212908,0.031189554658497834,-0.0420947775019697,-0.06798306294086932,-0.005518604131195251,-0.0363934793977169,-0.00814959309104796,-0.029983082067884567,0.14137161746419022,-0.024345582135923735,0.00981003126999493,-0.03413984406379243,-0.01009742481454405,-0.05171406389272732,0.07704238053526634,-0.017753289198058138,-0.03475000540723297,0.001551442041315698,0.020075805130208065,0.010087016927840819,-0.04398287447656072,-0.025756278589448983,-0.0072600348836861246,0.0064264864694446875,-0.0014968199613481178,-0.014029073526523354,-0.004544284017197308,0.008643153447970009,0.0306656217980885
0.0007127506501728651,0.05149346427351276,0.013616338077735664,0.4135377202423739,0.03712891404785552,4140.0,4123.366931390468,4116.533417641147,0.010766409728871138,0.005386158081786429,-0.0460609913301761,-0.04395302854899435,-0.013707972423487341,-0.026762901649933373,-0.018505195554114482,-0.017665955101523134,-0.03098157335477351,0.013145527260011291,0.06557689589016898,0.015545346188975918,-0.01472338802322571,0.019144078475104645,-0.07923941546889249,0.010127369590714162,0.10362698511543783,-0.02434853481743961,-0.09592325706341949,0.0031847129113298294,0.05919035334536755,-0.1086403185144014,-0.016095164670798526,-0.17447308424926575,-0.034209736747057067,-0.02980844863579534,0.02144313609665928,0.047993584383360946,-0.032274864052119906,-0.03970784621201065,-0.07914850949237709,-0.04293230107302779,0.07439643756591165,-0.06765373739794381,-0.07321257983961713,0.09045335231751142,-0.05791773536011142,0.03428094731739589,0.02665243578056531,-0.017876956072947522,-0.04217444149008879,0.030953928334812385,0.043071945037241675,0.012993531049694541,0.031795804465390834,-0.03971558555779327,-0.0643408697993289,-0.004937165446087582,-0.037130455910697954,-0.007294251375979865,-0.028225377105763203,0.13232505117471394,-0.02452194797469135,0.009282990879160721,-0.032612755177684784,-0.010170573231651816,-0.04811749598610779,0.07308354545588198,-0.016273349080659336,-0.03322174056170497,-0.0003264404933256127,0.01648716944479073,0.010275280909901806,-0.041482957366532895,-0.02436639745625297,-0.005828603775776183,0.006840652189034802,-0.002225540829375368,-0.012383583860887786,-0.004448677390606871,0.009296994511326538,0.03033948242002457
